name,funding_amount,city,country,industry,funding_stage,description,investors,startup_age,team_background,traction_indicators,valuation,round_type,language,region_category,company_website,article_keywords,url,publish_date,founder_linkedin
elea,4000000.0,Hamburg,Germany,"Healthcare, AI",Seed,"AI-first operating system transforming the admin, demand and care crises at the heart of healthcare systems by embedding automation and voice-powered AI directly into specialist clinical workflows.","Fly Ventures, Giant Ventures",1,"AI expert Dr Christoph Schröder (CEO), medical specialist and clinician Dr Sebastian Casu (CMO), Tobias Lygren, Stephan Frank","Partnership with one of Germany’s largest MVZ hospital groups, reduced testing and diagnosis time from 2-3 weeks to hours",,Seed,English,EU,,"AI, healthcare, diagnostics, pathology, voice recognition, conversational AI, automation",https://www.eu-startups.com/2025/03/ai-healthcare-platform-elea-raises-e4-million-to-cut-diagnosis-time-from-weeks-to-hours/,"March 12, 2025",
eBrands,7500000.0,Helsinki,Finland,"export platform, consumer brands",equity funding,eBrands is an export platform enabling international growth for consumer brands by simplifying the complexities of international expansion.,"Veikko Laine family office, Varma Mutual Pension Insurance Company, operative shareholders",4,"Co-founder and CEO Robin Bade, Head of the Partner Platform Business Antti Moilanen","Helped consumer brands such as Mysoda, Coach Soak, and Bodyotics, owns and operates 30 consumer brands, supports nearly 50 partner brands, sales channels reach more than 75% of consumer e-commerce spend in the U.S., Great Britain, and Europe, generates over €35 million in revenue",,equity funding,English,EU,,"export platform, international growth, consumer brands, AI-powered tool, global expansion, Expansion-as-a-Service",https://www.eu-startups.com/2025/03/ebrands-raises-e7-5-million-to-help-consumer-brands-grow-internationally-with-ai/,"March 12, 2025",
Mimo,7700000.0,London,UK,"FinTech, B2B payments, financial management",Series A,"A FinTech platform simplifying global payments, cash flow, and financial management for SMBs and accountants.","Project A, Northzone, Seedcamp",1,"Henrik Grim (CEO), Alexander Gernandt Segerby (CPO), Andreas Meisingseth (CTO)","Platform usage grown 10x over the last year, servicing hundreds of SMBs and finance professionals, processing hundreds of million GBP, partnerships with Froda, Bold Bean, Wales Bonner, Surreal, PM+M, Goodwille, Green & Purple",,Series A,English,UK,,"FinTech, B2B payments, SMBs, financial management, global payments, cash flow, embedded funding, working capital, invoice processing, bookkeeping, accounts payable, accounts receivable",https://www.eu-startups.com/2025/03/money-in-money-out-mimo-raises-e7-million-for-its-b2b-payments-solution/,"March 12, 2025",
Dance,12000000.0,Berlin,Germany,"e-bike, moped, urban transportation",Not specified,"Dance offers a full service e-mobility subscription that allows users to rent an electric bike or moped while benefiting from included maintenance, repairs, ride tracking through the app, and theft protection.","Elemental, Uli Schöberl, Piotr Brzezinski, Smart Lender Asset Management",2020,"SoundCloud founders Eric Quidenus-Wahlforss and Alexander Ljung, Co-founder of Jimdo Christian Springub","Over 10,000 customers and 80+ corporates, on track for full year EBITDA profitability in 2025",Not specified,Not specified,English,EU,Not specified,"e-bike, moped, subscription, urban transportation, sustainability, fleet expansion",https://www.eu-startups.com/2025/03/riding-the-current-dance-bags-e12-million-for-their-e-bike-subscription-service/,"March 12, 2025",Not specified
Thorizon,20000000.0,Amsterdam,Netherlands,"nuclear energy, molten salt reactor technology",Series A,"Thorizon is developing a 'walk-away safe' molten salt reactor that uses long-lived nuclear waste as fuel, aiming to enhance energy security while reducing carbon emissions.","Invest-NL, Positron Ventures, PDENH, Impuls Zeeland",2018,"Founded by Lucas Pool and Sander de Groot as a spin-off from NRG, the national nuclear research institute of the Netherlands.","50 engineers across Amsterdam and Lyon, collaborations with Orano, Tractebel, VDL, and EDF, selected by the European Commission and the French government under the France 2030 investment plan.",,Series A,English,EU,,"DeepTech, nuclear innovation, molten salt reactor, energy security, carbon emissions, nuclear waste, modular reactor, European Commission, France 2030",https://www.eu-startups.com/2025/03/thorizon-secures-e20-million-to-advance-molten-salt-reactor-development/,"March 12, 2025",
VYTAL Global GmbH,14200000.0,Cologne,Germany,"smart reusable packaging, food, beverage, event",growth funding,leading provider of smart reusable packaging solutions,"Inven Capital, NRW.Venture, Emerald Technology Ventures, Grazia Equity, Kiko, Rubio Impact Ventures, Chi Impact Capital",4,"Dr Tim Breker, Co-founder & Managing Director","more than doubled its revenue, expanded internationally, franchise partners in Albania, Greece, the UAE, and South Africa, high-profile clients such as Pepsi, UEFA Euro 2024 Fanzones, Hyrox, and Live Nation’s Insomniac Festival Group",,growth funding,English,EU,https://www.vytal.org/,"smart reusable packaging, climate tech, circular economy, international growth, franchise partners",https://www.eu-startups.com/2025/03/vytal-global-secures-e14-2-million-to-scale-tech-driven-reusable-packaging/,"March 11, 2025",
KelTech IoE,21000000.0,Dublin,Ireland,"energy, infrastructure, connectivity",,"KelTech IoE focuses on transforming how infrastructure is powered, connected and managed with solutions like 'Label on a Cable' (LOC) and a dual distributed network.","Hosted America, Boldyn Networks",2019,"Mark Kellet, former chief executive of Magnet Networks","€21 million five-year contract with Hosted America, discussions with other potential customers, pivotal role in modernising the National Library of Ireland’s security infrastructure",,,,,,"energy, infrastructure, connectivity, fibre-to-the-home, NFC-enabled tagging, operational efficiency, network visibility, maintenance processes",https://www.eu-startups.com/2025/03/keltech-ioe-secures-e21-million-contract-for-smart-fibre-management-in-the-us/,"March 11, 2025",
Stroll,12200000.0,Stafford,UK,"digital therapeutic software, neurorehabilitation, healthcare",Series A,A digital therapeutic software company that uses augmented reality (AR) glasses to provide neurorehabilitation to patients living with neurological disorders.,IW Capital,5,"Tom Finn (founder), Jorgen Ellis (Co-founder and CEO, previously founded Flatpack Global)","clinical trials showing 7x more treatments with 67% less staff time, partnerships with University of Leeds, University of York, 4 leading NHS trusts, Cleveland Clinic, 35 staff employed",23600000,Series A,English,UK,,"augmented reality, neurorehabilitation, digital therapeutic, Parkinson’s disease, stroke, Multiple Sclerosis, healthcare, clinical trials, gamification, physiotherapy",https://www.eu-startups.com/2025/03/neuro-rehab-software-startup-strolll-raises-e12-2-million-for-ar-glasses/,"March 11, 2025",
Cano-ela,1600000.0,Ede,Netherlands,FoodTech,Seed,Cano-ela is a FoodTech company that aims to remove refined ingredients from the food supply chain by processing oil-rich seeds in an innovative way.,"OostNL, Value Factory, Ecoseed",2020,Juliana Romero Guzmán and Alberto Niccolai,"Developing three key ingredients: cano-cream, cano-soluble and cano-fiber, preparing to bring innovative ingredients to the market, upgrading pilot facility, increasing production capacity, accelerating collaborations with food producers",,Seed,English,EU,,"FoodTech, rapeseed, canola seeds, plant-based, sustainable ingredients, clean-label, food innovation",https://www.eu-startups.com/2025/03/cano-ela-secures-e1-6-million-to-accelerate-development-of-seed-based-ingredients/,"March 11, 2025",
Reshape Energy GmbH,5000000.0,Munich,Germany,"building energy services, energy optimisation",expansion capital,"Reshape Energy GmbH is building a platform that integrates energy services for building owners and tenants, helping them optimise costs, increase property values, and meet sustainability goals.","PostScriptum Ventures, Vireo Ventures",2024,"extensive experience in the energy sector, having previously launched and scaled successful ventures such as the Germany business of Octopus Energy and Verivox","completed the acquisitions of an energy consulting business and a commercial solar planning, installation and maintenance company",,expansion capital,English,EU,,"building energy services, energy optimisation, sustainability, acquisitions, digitalisation",https://www.eu-startups.com/2025/03/reshape-energy-secures-e5-million-for-energy-optimisation-for-commercial-building-owners-across-europe/,"March 11, 2025",
Lexroom.ai,2000000.0,Milan,Italy,"Legal Tech, AI",Seed,AI-driven legal research platform that optimizes time for legal professionals.,"Entourage, Verve Ventures, Vento Ventures, Banyan Ventures, X-Equity, Joe Zadeh",1,"Co-founders Paolo Fois, Martina Domenicali, and Andrea Lonza","1,500 professional users, €1 million in annual recurring revenue (ARR), 15 employees",,Seed,English,EU,,"AI, legal industry, Seed funding, digital transformation, legal research",https://www.eu-startups.com/2025/03/lexroom-ai-raises-e2-million-to-transform-legal-researchwith-vertical-generative-ai/,"March 11, 2025",
International Airlines Group,200000000.0,London,UK,"Aviation, Technology, Sustainable Fuel",Corporate Venturing,"IAG invests in high-potential aviation companies through its new corporate venturing arm, IAGi Ventures.",IAGi Ventures,13,"Jorge Saco, IAG’s Chief Information, Procurement, Services and Innovation Officer","600+ aircraft, 122 million customers annually, 260 destinations, 91 countries, €3.2 billion invested in sustainable aviation fuel",,Corporate Venturing,English,EU,,"aviation, innovation, sustainable fuel, corporate venturing, accelerator programme",https://www.eu-startups.com/2025/03/iag-to-invest-up-to-e200-million-in-venturing-with-launch-of-iagi-ventures/,"March 10, 2025",
Alight,46000000.0,Stockholm,Sweden,"Renewable Energy, Solar Power",Senior Debt Financing,Alight is a leading independent power producer focusing on corporate power purchase agreements (PPAs) and large-scale solar developments.,"ABN AMRO, SEB, Rabobank",2013,"Warren Campbell (CEO), Lisa McDermott (Managing Director, Energy Transition, Project & Infrastructure Finance at ABN AMRO), Tuomas Salonen (Head of Project & Infrastructure Finance Finland at SEB)","Secured €46 million in senior debt financing for a 100 MWp solar park in Finland, aiming to develop over 300 MWp of solar parks across Finland, total debt financing of over €110 million, expansion could increase Finland’s solar power infrastructure by approximately 25%.",,Senior Debt Financing,English,EU,,"solar developer, renewable energy, solar park, Finland, green transition, corporate power purchase agreements, solar projects",https://www.eu-startups.com/2025/03/alight-secures-e46-million-to-finance-a-solar-park-in-finland/,"March 10, 2025",
Xycle,,Rotterdam,Netherlands,"chemical recycling, circular economy, plastic waste",,Xycle transforms hard-to-recycle plastic waste into valuable resources using chemical recycling technology.,"Dow, ING, Invest-NL, Vopak, Polestar Capital",2020,"Arnd Thomas (CEO), Walter Moone (President, Vopak Netherlands), Stephanie Kalil (Commercial Vice President, EMEA, Packaging & Specialty Plastics, Dow), Lars Groenveld (Impact Investor, Invest-NL), Daan van Kassel (Fund Director, Polestar Capital Circular Debt Fund)","First commercial-scale plant capable of processing 21k metric tons of plastic waste annually, expected to be fully operational by Q4 2026.",,,,,,"chemical recycling, circular economy, plastic waste, pyrolysis, Rotterdam, commercial-scale plant",https://www.eu-startups.com/2025/03/xcycle-raises-funds-for-flagship-recycling-facility-in-the-port-of-rotterdam/,"March 10, 2025",
Reality Games,4300000.0,London,UK,"gaming, location-based gaming, mobile retail",Seed,"Reality Games is a gaming studio developing a real-world Monopoly experience powered by big data, AI, and geolocation technology.","epublic angel investors, Unfold VC, Acquinox",2015,"ex-Google, ex-Electronic Arts, ex-Microsoft, ex-Codemasters, serial entrepreneurs","30 million+ downloads, successful launch in Poland and Philippines, partnerships with global brands like Hasbro",,Seed,English,UK,,"Monopoly, location-based gaming, AI, geolocation, mobile gaming, real-world property, walk-to-earn",https://www.eu-startups.com/2025/03/from-board-to-reality-reality-games-secures-e4-3-million-to-gamify-real-world-properties-with-monopoly-world/,"March 7, 2025",
